#TYPE System.Data.DataRow
"Номер заявки","Статус","Дата регистрации","Тип обращения","Сервис","Краткое описание проблемы","Срок решения","Просрочен","Общее время обработки (мин.)","Максимальное время обработки группой (мин.)","Минимальное время обработки группой (мин.)","Группа","Дата перевода на группу","Время обработки группой (мин.)"
"TT16877839","Закрыта","19.09.2021 8:53:44","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","19.01.2022 0:53:44","нет","1088","1088","1088","Technology TT","20.09.2021 3:01:38","1088"
"TT16881343","Закрыта","19.09.2021 17:45:27","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","19.01.2022 9:45:27","нет","556","556","556","Technology TT","20.09.2021 3:01:38","556"
"TT16877967","Закрыта","19.09.2021 9:17:54","Претензия","Передача данных","Нет соединения 4G","22.09.2021 9:17:54","нет","1842","398","23","OBO","20.09.2021 15:59:30","421"
"TT16877967","Закрыта","19.09.2021 9:17:54","Претензия","Передача данных","Нет соединения 4G","22.09.2021 9:17:54","нет","1842","1421","1421","Tech SAM","20.09.2021 15:36:07","1421"
"TT16887398","Закрыта","20.09.2021 13:53:57","Администрирование","Администрирование B2B","Добавление платных услуг","20.09.2021 21:53:57","нет","20","20","20","B2B Admin","20.09.2021 14:13:09","20"
"TT16877171","Закрыта","19.09.2021 3:40:42","Претензия","Контент","Абонент ничего не заказывал","21.09.2021 15:40:42","нет","297","297","297","OBO","20.09.2021 8:15:09","297"
"TT16888793","Закрыта","20.09.2021 16:24:22","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 16:24:22","нет","53","53","53","OBO","20.09.2021 17:17:15","53"
"TT16883194","Закрыта","20.09.2021 6:58:15","Претензия","Контент","Абонент ничего не заказывал","22.09.2021 18:58:15","нет","104","104","104","OBO","20.09.2021 13:43:07","104"
"TT16846843","Закрыта","14.09.2021 20:50:28","Претензия","CCB","Обратная связь на работу оператора КЦ","19.09.2021 20:50:28","нет","8164","8164","8164","Мониторинг","20.09.2021 12:54:20","8164"
"TT16868659","Закрыта","17.09.2021 15:31:51","Претензия","CCB","Обратная связь на работу оператора КЦ","22.09.2021 15:31:51","нет","3897","3897","3897","Мониторинг","20.09.2021 8:28:10","3897"
"TT16822476","Закрыта","11.09.2021 15:13:30","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","11.11.2021 15:13:30","нет","13483","2700","2700","Координатор OBO","20.09.2021 14:31:15","2700"
"TT16822476","Закрыта","11.09.2021 15:13:30","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","11.11.2021 15:13:30","нет","13483","10218","565","OBO","20.09.2021 23:56:34","10783"
"TT16881173","Закрыта","19.09.2021 17:10:14","Претензия","Технологическая заявка","Низкая скорость передачи данных","19.01.2022 9:10:14","нет","591","591","591","Technology TT","20.09.2021 3:01:38","591"
"TT16886733","Закрыта","20.09.2021 12:49:56","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 12:49:56","нет","107","107","107","OBO","20.09.2021 14:36:45","107"
"TT16884580","Закрыта","20.09.2021 10:16:32","Администрирование","Администрирование B2C","Корректировка регистрационных данных","22.09.2021 10:16:32","нет","213","213","213","OBO","20.09.2021 13:49:55","213"
"TT16861885","Закрыта","16.09.2021 17:38:38","Претензия","CCB","Обратная связь на работу оператора КЦ","21.09.2021 17:38:38","нет","5471","5471","5471","Мониторинг","20.09.2021 12:49:54","5471"
"TT16886727","Закрыта","20.09.2021 12:49:19","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 12:49:19","нет","111","111","111","OBO","20.09.2021 14:40:42","111"
"TT16878553","Закрыта","19.09.2021 10:52:13","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","19.01.2022 2:52:13","нет","969","969","969","Technology TT","20.09.2021 3:01:38","969"
"TT16879473","Закрыта","19.09.2021 12:56:40","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","19.01.2022 4:56:40","нет","845","845","845","Technology TT","20.09.2021 3:01:38","845"
"TT16882920","Закрыта","20.09.2021 5:13:08","Администрирование","Администрирование B2B","Закон Кудрявцева. Предоставление списка номеров","21.09.2021 5:13:08","нет","47","47","47","CKBO B2B","20.09.2021 6:00:06","47"
"TT16880350","Закрыта","19.09.2021 14:56:31","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","19.01.2022 6:56:31","нет","725","725","725","Technology TT","20.09.2021 3:01:38","725"
"TT16859500","Закрыта","16.09.2021 13:38:17","Претензия","CCB","Обратная связь на работу оператора КЦ","21.09.2021 13:38:17","нет","5798","5798","5798","Мониторинг","20.09.2021 14:16:35","5798"
"TT16876059","Закрыта","18.09.2021 18:39:46","Претензия","Удержание MNP","Отмена переноса номера по желанию абонента B2C (исходящий)","19.09.2021 18:39:46","нет","2257","2257","2257","Чел_MNP","20.09.2021 8:16:48","2257"
"TT16877978","Закрыта","19.09.2021 9:19:08","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","19.01.2022 1:19:08","нет","1062","1062","1062","Technology TT","20.09.2021 3:01:38","1062"
"TT16876131","Закрыта","18.09.2021 18:58:56","Администрирование","Администрирование B2B","Жалоба на подключение клиента","21.09.2021 18:58:56","нет","2613","2613","2613","DS MOS","20.09.2021 14:31:03","2613"
"TT16877198","Закрыта","19.09.2021 4:15:31","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","18.01.2022 20:15:31","нет","1366","1366","1366","Technology TT","20.09.2021 3:01:38","1366"
"TT16888311","Закрыта","20.09.2021 15:29:57","Администрирование","Администрирование B2B","Смена тарифного плана","21.09.2021 3:29:57","нет","18","18","18","B2B Admin","20.09.2021 15:47:22","18"
"TT16881157","Закрыта","19.09.2021 17:08:00","Претензия","MNP","Перезаведение портации","22.09.2021 17:08:00","нет","1501","1501","1501","OBO","20.09.2021 18:09:51","1501"
"TT16879798","Закрыта","19.09.2021 13:42:17","Администрирование","Администрирование B2C","Корректировка регистрационных данных","21.09.2021 13:42:17","нет","1169","1169","1169","OBO","20.09.2021 9:11:47","1169"
"TT16883289","Закрыта","20.09.2021 7:27:03","Администрирование","Администрирование B2C","Заявка на замену сим пользователю (не владельцу по Договору)","25.09.2021 7:27:03","нет","263","263","263","OBO","20.09.2021 11:50:45","263"
"TT16883771","Закрыта","20.09.2021 8:50:53","Претензия","MNP","Перезаведение портации","23.09.2021 8:50:53","нет","314","314","314","OBO","20.09.2021 14:04:31","314"
"TT16875215","Закрыта","18.09.2021 16:02:03","Претензия","Телефония","Шумы, помехи","21.09.2021 16:02:03","нет","2420","75","75","OBO","20.09.2021 8:22:23","75"
"TT16875215","Закрыта","18.09.2021 16:02:03","Претензия","Телефония","Шумы, помехи","21.09.2021 16:02:03","нет","2420","2345","2345","Tech IRK","20.09.2021 7:07:22","2345"
"TT16878826","Закрыта","19.09.2021 11:31:50","Администрирование","Администрирование B2C","Корректировка регистрационных данных","21.09.2021 11:31:50","нет","1125","1125","1125","OBO","20.09.2021 6:16:40","1125"
"TT16879514","Закрыта","19.09.2021 13:03:49","Администрирование","Документация В2С","Копии документов для Tele2","22.09.2021 13:03:49","нет","379","379","379","OBO","20.09.2021 11:18:33","379"
"TT16882479","Закрыта","19.09.2021 23:28:30","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","19.01.2022 15:28:30","нет","213","213","213","Technology TT","20.09.2021 3:01:38","213"
"TT16880011","Закрыта","19.09.2021 14:10:42","Администрирование","Администрирование B2C","Заявка на замену сим пользователю (не владельцу по Договору)","24.09.2021 14:10:42","нет","1224","1224","1224","OBO","20.09.2021 10:34:37","1224"
"TT16879035","Закрыта","19.09.2021 12:01:35","Претензия","CCB","Жалоба на сотрудника телемаркетинга","20.09.2021 12:01:35","нет","900","900","900","Technology TT","20.09.2021 3:01:38","900"
"TT16889035","Закрыта","20.09.2021 16:48:05","Администрирование","Администрирование B2C","Корректировка регистрационных данных","22.09.2021 16:48:05","нет","266","266","266","OBO","20.09.2021 21:14:06","266"
"TT16888852","Закрыта","20.09.2021 16:29:16","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 16:29:16","нет","63","63","63","OBO","20.09.2021 17:32:23","63"
"TT16880774","Закрыта","19.09.2021 16:05:00","Администрирование","Администрирование B2C","Корректировка регистрационных данных","21.09.2021 16:05:00","нет","1118","1118","1118","OBO","20.09.2021 10:43:37","1118"
"TT16881784","Закрыта","19.09.2021 19:24:50","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","19.01.2022 11:24:50","нет","457","457","457","Technology TT","20.09.2021 3:01:38","457"
"TT16888756","Закрыта","20.09.2021 16:20:33","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 16:20:33","нет","21","21","21","OBO","20.09.2021 16:41:30","21"
"TT16877050","Закрыта","19.09.2021 1:25:31","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","18.01.2022 17:25:31","нет","1536","1536","1536","Technology TT","20.09.2021 3:01:38","1536"
"TT16887882","Закрыта","20.09.2021 14:50:27","Администрирование","Администрирование B2C","Корректировка регистрационных данных","22.09.2021 14:50:27","нет","135","135","135","OBO","20.09.2021 17:05:50","135"
"TT16880912","Закрыта","19.09.2021 16:28:04","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","19.01.2022 8:28:04","нет","633","633","633","Technology TT","20.09.2021 3:01:38","633"
"TT16877291","Закрыта","19.09.2021 5:30:59","Претензия","Личный кабинет","Проблема в работе ЛК","23.09.2021 5:30:59","нет","1916","1829","1829","WEB Support","20.09.2021 12:23:25","1829"
"TT16877291","Закрыта","19.09.2021 5:30:59","Претензия","Личный кабинет","Проблема в работе ЛК","23.09.2021 5:30:59","нет","1916","64","23","OBO","20.09.2021 13:27:15","87"
"TT16883342","Закрыта","20.09.2021 7:40:05","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 7:40:05","нет","85","85","85","OBO","20.09.2021 9:05:42","85"
"TT16884157","Закрыта","20.09.2021 9:35:31","Администрирование","Администрирование B2C","Ошибочный наличный платёж","20.09.2021 17:35:31","нет","28","28","28","OBO","20.09.2021 10:03:23","28"
"TT16872328","Закрыта","18.09.2021 9:26:08","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","28.09.2021 9:26:08","нет","2841","2841","2841","OBO","20.09.2021 8:47:06","2841"
"TT16885338","Закрыта","20.09.2021 11:21:04","Администрирование","Администрирование B2B","Установка/изменение кредитного лимита","21.09.2021 11:21:04","нет","166","0","0","Corp MOS","20.09.2021 15:31:35","0"
"TT16885338","Закрыта","20.09.2021 11:21:04","Администрирование","Администрирование B2B","Установка/изменение кредитного лимита","21.09.2021 11:21:04","нет","166","166","166","B2B Admin","20.09.2021 14:07:59","166"
"TT16844827","Закрыта","14.09.2021 15:50:37","Администрирование","ГОЗ (corpzapros)","Угроза оттока","16.09.2021 15:50:37","нет","8234","8234","8234","Corp OMS","20.09.2021 9:06:32","8234"
"TT16886916","Закрыта","20.09.2021 13:07:37","Администрирование","Администрирование B2C","Корректировка регистрационных данных","22.09.2021 13:07:37","нет","166","166","166","OBO","20.09.2021 15:53:08","166"
"TT16884822","Закрыта","20.09.2021 10:39:08","Претензия","Контент","Абонент ничего не заказывал","22.09.2021 22:39:08","нет","42","42","42","OBO","20.09.2021 18:56:16","42"
"TT16670810","Закрыта","24.08.2021 13:12:01","Администрирование","Администрирование B2B","Подключение услуги РТК ШПД","17.09.2021 13:12:01","нет","10894","9344","3","Corp KEM","19.09.2021 22:59:14","9347"
"TT16670810","Закрыта","24.08.2021 13:12:01","Администрирование","Администрирование B2B","Подключение услуги РТК ШПД","17.09.2021 13:12:01","нет","10894","245","194","CKBO B2B","06.09.2021 16:16:23","439"
"TT16670810","Закрыта","24.08.2021 13:12:01","Администрирование","Администрирование B2B","Подключение услуги РТК ШПД","17.09.2021 13:12:01","нет","10894","1108","1108","CKBO_RTK","20.09.2021 17:27:04","1108"
"TT16873330","Закрыта","18.09.2021 11:46:10","MVNO","Сеть (MVNO)","Поиск сети","21.09.2021 11:46:10","нет","3538","2913","2913","Tech SAM","20.09.2021 12:33:03","2913"
"TT16873330","Закрыта","18.09.2021 11:46:10","MVNO","Сеть (MVNO)","Поиск сети","21.09.2021 11:46:10","нет","3538","573","573","RT L2","20.09.2021 22:48:25","573"
"TT16873330","Закрыта","18.09.2021 11:46:10","MVNO","Сеть (MVNO)","Поиск сети","21.09.2021 11:46:10","нет","3538","42","10","OBO","20.09.2021 13:15:53","52"
"TT16864025","Закрыта","17.09.2021 6:45:24","Претензия","CCB","Обратная связь на работу оператора КЦ","22.09.2021 6:45:24","нет","4509","4509","4509","Мониторинг","20.09.2021 9:54:15","4509"
"TT16874984","Закрыта","18.09.2021 15:29:52","Администрирование","Документация В2С","Копии документов для Tele2","21.09.2021 15:29:52","нет","2650","2650","2650","OBO","20.09.2021 11:39:50","2650"
"TT16887833","Закрыта","20.09.2021 14:45:47","Администрирование","Администрирование B2C","Корректировка регистрационных данных","22.09.2021 14:45:47","нет","130","130","130","OBO","20.09.2021 16:55:54","130"
"TT16874766","Закрыта","18.09.2021 14:59:57","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","28.09.2021 14:59:57","нет","2668","2668","2668","OBO","20.09.2021 11:27:47","2668"
"TT16878631","Закрыта","19.09.2021 11:04:38","Претензия","CCB","Жалоба на сотрудника телемаркетинга","20.09.2021 11:04:38","нет","957","957","957","Technology TT","20.09.2021 3:01:38","957"
"TT16885045","Закрыта","20.09.2021 11:00:13","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 11:00:13","нет","76","76","76","OBO","20.09.2021 12:16:21","76"
"TT16854450","Закрыта","15.09.2021 19:35:49","Претензия","Письменная претензия","Ответ на письменную претензию","15.10.2021 19:35:49","нет","7115","7115","7115","BO MOS","20.09.2021 18:10:47","7115"
"TT16860089","Закрыта","16.09.2021 14:38:49","Претензия","Телефония","Обрыв звонка","30.09.2021 14:38:49","нет","5920","2227","2227","OBO","20.09.2021 17:18:23","2227"
"TT16860089","Закрыта","16.09.2021 14:38:49","Претензия","Телефония","Обрыв звонка","30.09.2021 14:38:49","нет","5920","3373","3373","Tech MOS SWS","19.09.2021 4:11:35","3373"
"TT16860089","Закрыта","16.09.2021 14:38:49","Претензия","Телефония","Обрыв звонка","30.09.2021 14:38:49","нет","5920","320","320","Tech MOS","16.09.2021 19:58:01","320"
"TT16880763","Закрыта","19.09.2021 16:03:08","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","19.01.2022 8:03:08","нет","658","658","658","Technology TT","20.09.2021 3:01:38","658"
"TT16882112","Закрыта","19.09.2021 20:56:31","Претензия","Технологическая заявка","Низкая скорость передачи данных","19.01.2022 12:56:31","нет","365","365","365","Technology TT","20.09.2021 3:01:38","365"
"TT16880445","Закрыта","19.09.2021 15:11:35","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","19.01.2022 7:11:34","нет","710","710","710","Technology TT","20.09.2021 3:01:38","710"
"TT16864563","Закрыта","17.09.2021 8:42:05","Администрирование","Администрирование B2C","Перечисление на номер телефона","02.10.2021 8:42:05","нет","4846","4846","4846","OBO","20.09.2021 17:28:58","4846"
"TT16883410","Закрыта","20.09.2021 7:58:12","Претензия","Тарификация","Проблемы со списанием АП","24.09.2021 7:58:12","нет","169","169","169","OBO","20.09.2021 10:47:16","169"
"TT16876486","Закрыта","18.09.2021 20:42:13","Претензия","Контент","Абонент ничего не заказывал","21.09.2021 8:42:13","нет","615","615","615","OBO","20.09.2021 6:52:20","615"
"TT16872401","Закрыта","18.09.2021 9:35:35","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","28.09.2021 9:35:35","нет","3293","3293","3293","BO MOS","20.09.2021 16:28:26","3293"
"TT16857007","Закрыта","16.09.2021 9:42:07","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","26.09.2021 9:42:07","нет","5986","124","65","BO MOS","20.09.2021 13:28:02","189"
"TT16857007","Закрыта","16.09.2021 9:42:07","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","26.09.2021 9:42:07","нет","5986","5797","5797","OBO","20.09.2021 12:23:38","5797"
"TT16886593","Закрыта","20.09.2021 12:36:46","Администрирование","Администрирование B2B","Запрос компенсации","23.09.2021 12:36:46","нет","93","93","93","CKBO B2B","20.09.2021 14:09:58","93"
"TT16882545","Закрыта","20.09.2021 0:10:33","Администрирование","Администрирование B2C","Ошибочный наличный платёж","20.09.2021 8:10:33","нет","230","230","230","OBO","20.09.2021 4:00:16","230"
"TT16879677","Закрыта","19.09.2021 13:26:35","Администрирование","Администрирование B2C","Корректировка регистрационных данных","21.09.2021 13:26:35","нет","1180","1180","1180","OBO","20.09.2021 9:06:37","1180"
"TT16808349","Закрыта","09.09.2021 17:26:06","Претензия","Сеть","Поиск сети","26.09.2021 17:26:06","нет","15630","1043","1043","OBO","20.09.2021 13:56:57","1043"
"TT16808349","Закрыта","09.09.2021 17:26:06","Претензия","Сеть","Поиск сети","26.09.2021 17:26:06","нет","15630","198","198","Tech MOS","09.09.2021 20:44:40","198"
"TT16808349","Закрыта","09.09.2021 17:26:06","Претензия","Сеть","Поиск сети","26.09.2021 17:26:06","нет","15630","14389","14389","Tech MOS SWS","19.09.2021 20:33:32","14389"
"TT16813592","Закрыта","10.09.2021 12:28:30","Претензия","Интернет магазин","Жалоба на курьерскую доставку","13.09.2021 12:28:30","нет","4467","4467","4467","OBO","20.09.2021 11:05:32","4467"
"TT16885819","Закрыта","20.09.2021 11:52:09","Претензия","Тарификация","Проблемы со списанием АП","24.09.2021 11:52:09","нет","244","244","244","OBO","20.09.2021 15:56:53","244"
"TT16870531","Закрыта","17.09.2021 20:53:08","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","27.09.2021 20:53:08","нет","3658","3658","3658","BO MOS","20.09.2021 9:51:23","3658"
"TT16875017","Закрыта","18.09.2021 15:32:58","Администрирование","Администрирование B2C","Корректировка регистрационных данных","20.09.2021 15:32:58","нет","2537","2537","2537","BO MOS","20.09.2021 9:49:20","2537"
"TT16884728","Закрыта","20.09.2021 10:30:06","Администрирование","Администрирование B2C","Корректировка регистрационных данных","22.09.2021 10:30:06","нет","217","217","217","OBO","20.09.2021 14:07:08","217"
"TT16879403","Закрыта","19.09.2021 12:49:12","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","29.09.2021 12:49:12","нет","1569","1569","1569","OBO","20.09.2021 14:58:41","1569"
"TT16885188","Закрыта","20.09.2021 11:09:40","Администрирование","Администрирование B2C","Блокировка СБ","23.09.2021 11:09:40","нет","90","90","90","OBO","20.09.2021 12:39:38","90"
"TT16883922","Закрыта","20.09.2021 9:10:52","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 9:10:52","нет","62","62","62","OBO","20.09.2021 10:12:01","62"
"TT16882108","Закрыта","19.09.2021 20:55:40","Претензия","Контент","Абонент ничего не заказывал","22.09.2021 8:55:40","нет","675","675","675","OBO","20.09.2021 11:15:18","675"
"TT16880103","Закрыта","19.09.2021 14:22:27","Претензия","Технологическая заявка","Длительные проблемы с сетью","19.09.2022 14:22:27","нет","759","759","759","Technology TT","20.09.2021 3:01:38","759"
"TT16882686","Закрыта","20.09.2021 2:00:04","Претензия","Личный кабинет","Проблема в работе ЛК","24.09.2021 2:00:04","нет","344","344","344","OBO","20.09.2021 7:44:11","344"
"TT16859740","Закрыта","16.09.2021 14:00:08","Администрирование","Администрирование B2C","Перечисление на номер телефона","01.10.2021 14:00:08","нет","5850","5850","5850","OBO","20.09.2021 15:30:54","5850"
"TT16821960","Закрыта","11.09.2021 14:16:14","Претензия","Корпоративная АТС","Прочее","14.09.2021 14:16:14","нет","1542","1542","1542","OBO","20.09.2021 11:15:41","1542"
"TT16879844","Закрыта","19.09.2021 13:47:34","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","19.01.2022 5:47:33","нет","794","794","794","Technology TT","20.09.2021 3:01:38","794"
"TT16890147","Закрыта","20.09.2021 19:16:51","Администрирование","Администрирование B2C","Ошибочный наличный платёж","21.09.2021 3:16:51","нет","33","33","33","OBO","20.09.2021 19:49:29","33"
"TT16879846","Закрыта","19.09.2021 13:47:58","Претензия","Сеть","Поиск сети","22.09.2021 13:47:58","нет","932","19","19","OBO","20.09.2021 5:19:50","19"
"TT16879846","Закрыта","19.09.2021 13:47:58","Претензия","Сеть","Поиск сети","22.09.2021 13:47:58","нет","932","913","913","Tech TOM","20.09.2021 5:00:32","913"
"TT16652682","Закрыта","22.08.2021 10:34:57","Претензия","Личный кабинет","Проблема в работе ЛК","26.08.2021 10:34:57","нет","41795","1108","33","OBO","20.09.2021 11:09:31","1428"
"TT16652682","Закрыта","22.08.2021 10:34:57","Претензия","Личный кабинет","Проблема в работе ЛК","26.08.2021 10:34:57","нет","41795","38979","1388","WEB Support","19.09.2021 16:41:10","40367"
"TT16879183","Закрыта","19.09.2021 12:18:06","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","24.09.2021 12:18:06","нет","1022","1022","1022","OBO","20.09.2021 6:36:41","1022"
"TT16877638","Закрыта","19.09.2021 8:04:47","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","19.01.2022 0:04:47","нет","1137","1137","1137","Technology TT","20.09.2021 3:01:38","1137"
"TT16883667","Закрыта","20.09.2021 8:35:15","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 8:35:15","нет","52","52","52","OBO","20.09.2021 9:27:32","52"
"TT16879201","Закрыта","19.09.2021 12:20:24","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","19.01.2022 4:20:24","нет","881","881","881","Technology TT","20.09.2021 3:01:38","881"
"TT16876529","Закрыта","18.09.2021 20:54:19","Претензия","Телефония","Не поступают входящие вызовы","21.09.2021 20:54:19","нет","2502","175","175","OBO","20.09.2021 14:36:57","175"
"TT16876529","Закрыта","18.09.2021 20:54:19","Претензия","Телефония","Не поступают входящие вызовы","21.09.2021 20:54:19","нет","2502","2327","2327","Tech ORL","20.09.2021 11:41:47","2327"
"TT16880566","Закрыта","19.09.2021 15:34:24","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","19.01.2022 7:34:24","нет","687","687","687","Technology TT","20.09.2021 3:01:38","687"
"TT16698556","Закрыта","27.08.2021 14:59:01","Претензия","Тарификация","Текущие акции компании","31.08.2021 14:59:01","нет","34238","1135","0","OBO","07.09.2021 19:32:52","1447"
"TT16698556","Закрыта","27.08.2021 14:59:01","Претензия","Тарификация","Текущие акции компании","31.08.2021 14:59:01","нет","34238","0","0","NPD_CC_PCI_troubles","07.09.2021 18:05:27","0"
"TT16698556","Закрыта","27.08.2021 14:59:01","Претензия","Тарификация","Текущие акции компании","31.08.2021 14:59:01","нет","34238","212","212","Billing Support","07.09.2021 14:59:59","212"
"TT16698556","Закрыта","27.08.2021 14:59:01","Претензия","Тарификация","Текущие акции компании","31.08.2021 14:59:01","нет","34238","14344","41","Central Product B2B","07.09.2021 18:46:38","14454"
"TT16698556","Закрыта","27.08.2021 14:59:01","Претензия","Тарификация","Текущие акции компании","31.08.2021 14:59:01","нет","34238","18125","18125","Corp SAM","20.09.2021 9:37:19","18125"
"TT16884885","Закрыта","20.09.2021 10:44:58","Претензия","Претензии к дилеру","Не выполнена операция клиента","27.09.2021 10:44:58","нет","290","290","290","OBO","20.09.2021 15:34:34","290"
"TT16880998","Закрыта","19.09.2021 16:43:50","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","19.01.2022 8:43:50","нет","618","618","618","Technology TT","20.09.2021 3:01:38","618"
"TT16884723","Закрыта","20.09.2021 10:29:41","Претензия","Проблемы с платежами","Терминал ОСМП/КИВИ","23.09.2021 10:29:41","нет","234","234","234","OBO","20.09.2021 14:23:26","234"
"TT16885322","Закрыта","20.09.2021 11:19:31","Администрирование","Администрирование B2C","Корректировка регистрационных данных","22.09.2021 11:19:31","нет","199","199","199","OBO","20.09.2021 14:38:47","199"
"TT16885289","Закрыта","20.09.2021 11:17:02","Администрирование","Администрирование B2B","Заявка потенциального клиента","21.09.2021 11:17:02","нет","14","14","14","DS KUR","20.09.2021 11:31:28","14"
"TT16317945","Закрыта","13.07.2021 17:57:12","Претензия","Мобильные переводы и оплата","Не удалось выполнить перевод/платеж","18.07.2021 17:57:12","нет","1084","1084","1084","OBO","20.09.2021 13:31:46","1084"
"TT16879729","Закрыта","19.09.2021 13:34:38","Претензия","Технологическая заявка","Длительные проблемы с сетью","19.09.2022 13:34:38","нет","807","807","807","Technology TT","20.09.2021 3:01:38","807"
"TT16863684","Закрыта","17.09.2021 4:01:30","Претензия","Контент","Абонент ничего не заказывал","19.09.2021 16:01:30","нет","379","379","379","OBO","20.09.2021 13:00:50","379"
"TT16861576","Закрыта","16.09.2021 16:57:47","Претензия","CCB","Обратная связь на работу оператора КЦ","21.09.2021 16:57:47","нет","5621","5621","5621","Мониторинг","20.09.2021 14:38:25","5621"
"TT16884554","Закрыта","20.09.2021 10:13:57","Администрирование","Администрирование B2B","Внесение данных конечных пользователей","21.09.2021 10:13:57","нет","258","258","258","B2B Admin","20.09.2021 14:31:38","258"
"TT16883115","Закрыта","20.09.2021 6:29:53","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","25.09.2021 6:29:53","нет","25","25","25","OBO","20.09.2021 6:54:07","25"
"TT16864964","Закрыта","17.09.2021 9:32:41","Администрирование","Администрирование B2B","Управление услугой Контроль сотрудников","20.09.2021 17:32:41","нет","3962","3940","21","B2B Admin","20.09.2021 3:44:07","3961"
"TT16864964","Закрыта","17.09.2021 9:32:41","Администрирование","Администрирование B2B","Управление услугой Контроль сотрудников","20.09.2021 17:32:41","нет","3962","1","1","Corp KYA-ETK","17.09.2021 10:04:22","1"
"TT16877782","Закрыта","19.09.2021 8:39:00","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","19.01.2022 0:39:00","нет","1102","1102","1102","Technology TT","20.09.2021 3:01:38","1102"
"TT16886735","Закрыта","20.09.2021 12:50:11","Администрирование","Администрирование B2B","Заявка потенциального клиента","21.09.2021 12:50:11","нет","40","40","40","DS VRN","20.09.2021 13:30:26","40"
"TT16865055","Закрыта","17.09.2021 9:42:21","Претензия","Передача данных","Нет соединения 4G","04.10.2021 9:42:21","нет","4711","1263","417","Tech YOL","20.09.2021 8:54:43","1680"
"TT16865055","Закрыта","17.09.2021 9:42:21","Претензия","Передача данных","Нет соединения 4G","04.10.2021 9:42:21","нет","4711","1688","439","OBO","20.09.2021 16:13:26","3031"
"TT16881377","Закрыта","19.09.2021 17:51:28","Администрирование","Администрирование B2B","Переоформление с ФЛ на ЮЛ ","20.09.2021 17:51:28","нет","737","737","737","B2B Admin","20.09.2021 6:08:46","737"
"TT16768129","Закрыта","05.09.2021 13:04:18","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","05.11.2021 13:04:18","нет","21911","5808","5808","BO KUR","20.09.2021 13:20:25","5808"
"TT16768129","Закрыта","05.09.2021 13:04:18","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","05.11.2021 13:04:18","нет","21911","1580","1580","Координатор OBO","16.09.2021 12:28:50","1580"
